Time(s),Theta_MATLAB,Omega_MATLAB,Theta_CPP,Omega_CPP,Theta_IKF,Omega_IKF,CycleTime_us
0.339000,1.495072,1.840514,1.334511,3.744002,1.495072,1.839924,12.000000
0.340000,1.496913,1.841406,1.338257,3.747360,1.496913,1.840816,15.000000
0.341000,1.498755,1.842276,1.342006,3.750665,1.498754,1.841687,11.000000
0.342000,1.500597,1.843125,1.345759,3.753918,1.500597,1.842535,12.000000
0.343000,1.502441,1.843951,1.349514,3.757117,1.502441,1.843361,11.000000
0.344000,1.504285,1.844755,1.353273,3.760264,1.504285,1.844165,12.000000
0.345000,1.506130,1.845537,1.357035,3.763357,1.506130,1.844948,11.000000
0.346000,1.507976,1.846297,1.360800,3.766398,1.507976,1.845708,11.000000
0.347000,1.509823,1.847036,1.364568,3.769385,1.509823,1.846447,12.000000
0.348000,1.511670,1.847752,1.368339,3.772318,1.511670,1.847163,11.000000
0.349000,1.513519,1.848446,1.372113,3.775198,1.513518,1.847857,12.000000
0.350000,1.515367,1.849118,1.375890,3.778025,1.515367,1.848530,11.000000
0.351000,1.517217,1.849769,1.379670,3.780798,1.517216,1.849180,10.000000
0.352000,1.519067,1.850397,1.383452,3.783517,1.519067,1.849808,10.000000
0.353000,1.520918,1.851003,1.387237,3.786183,1.520917,1.850415,12.000000
0.354000,1.522769,1.851587,1.391024,3.788794,1.522769,1.850999,57001.000000
0.355000,1.524621,1.852149,1.394815,3.791352,1.524620,1.851561,20.000000
0.356000,1.526473,1.852689,1.398607,3.793856,1.526473,1.852101,19.000000
0.357000,1.528326,1.853206,1.402403,3.796306,1.528326,1.852619,7.000000
0.358000,1.530180,1.853702,1.406200,3.798701,1.530179,1.853115,7.000000
0.359000,1.532033,1.854175,1.410000,3.801043,1.532033,1.853588,7.000000
0.360000,1.533888,1.854627,1.413803,3.803330,1.533888,1.854040,7.000000
0.361000,1.535743,1.855056,1.417607,3.805563,1.535742,1.854470,7.000000
0.362000,1.537598,1.855463,1.421414,3.807742,1.537598,1.854877,7.000000
0.363000,1.539454,1.855848,1.425223,3.809866,1.539453,1.855262,7.000000
0.364000,1.541310,1.856211,1.429034,3.811936,1.541309,1.855625,7.000000
0.365000,1.543166,1.856552,1.432847,3.813951,1.543166,1.855966,7.000000
0.366000,1.545023,1.856871,1.436662,3.815912,1.545022,1.856285,7.000000
0.367000,1.546880,1.857167,1.440479,3.817818,1.546879,1.856582,7.000000
0.368000,1.548737,1.857442,1.444298,3.819670,1.548737,1.856856,7.000000
0.369000,1.550595,1.857694,1.448118,3.821466,1.550594,1.857109,7.000000
0.370000,1.552452,1.857924,1.451941,3.823208,1.552452,1.857339,7.000000
0.371000,1.554310,1.858132,1.455765,3.824895,1.554310,1.857547,7.000000
0.372000,1.556169,1.858317,1.459591,3.826527,1.556168,1.857733,7.000000
0.373000,1.558027,1.858481,1.463418,3.828105,1.558027,1.857896,7.000000
0.374000,1.559886,1.858622,1.467247,3.829627,1.559885,1.858038,7.000000
0.375000,1.561744,1.858741,1.471078,3.831094,1.561744,1.858157,7.000000
0.376000,1.563603,1.858838,1.474909,3.832506,1.563603,1.858254,7.000000
0.377000,1.565462,1.858913,1.478743,3.833864,1.565462,1.858329,7.000000
0.378000,1.567321,1.858965,1.482577,3.835166,1.567321,1.858382,8.000000
0.379000,1.569180,1.858996,1.486413,3.836412,1.569180,1.858413,7.000000
0.380000,1.571039,1.859004,1.490250,3.837604,1.571039,1.858421,8.000000
0.381000,1.572898,1.858990,1.494088,3.838741,1.572898,1.858407,7.000000
0.382000,1.574757,1.858954,1.497928,3.839822,1.574757,1.858371,8.000000
0.383000,1.576616,1.858895,1.501768,3.840848,1.576616,1.858313,7.000000
0.384000,1.578475,1.858815,1.505610,3.841818,1.578474,1.858233,7.000000
0.385000,1.580333,1.858712,1.509452,3.842734,1.580333,1.858130,7.000000
0.386000,1.582192,1.858587,1.513295,3.843593,1.582192,1.858006,7.000000
0.387000,1.584051,1.858440,1.517139,3.844398,1.584050,1.857859,7.000000
0.388000,1.585909,1.858271,1.520984,3.845147,1.585909,1.857690,7.000000
0.389000,1.587767,1.858079,1.524829,3.845841,1.587767,1.857499,7.000000
0.390000,1.589625,1.857866,1.528676,3.846479,1.589625,1.857285,7.000000
0.391000,1.591483,1.857630,1.532522,3.847062,1.591483,1.857050,7.000000
0.392000,1.593340,1.857372,1.536370,3.847589,1.593340,1.856792,7.000000
0.393000,1.595198,1.857092,1.540218,3.848061,1.595197,1.856512,7.000000
0.394000,1.597055,1.856790,1.544066,3.848477,1.597054,1.856210,7.000000
0.395000,1.598911,1.856465,1.547915,3.848838,1.598911,1.855886,7.000000
0.396000,1.600768,1.856119,1.551764,3.849143,1.600767,1.855540,7.000000
0.397000,1.602623,1.855750,1.555613,3.849393,1.602623,1.855171,7.000000
0.398000,1.604479,1.855359,1.559462,3.849587,1.604479,1.854781,7.000000
0.399000,1.606334,1.854946,1.563312,3.849725,1.606334,1.854368,7.000000
0.400000,1.608189,1.854511,1.567162,3.849808,1.608189,1.853933,17.000000
0.401000,1.610043,1.854054,1.571012,3.849836,1.610043,1.853476,10.000000
0.402000,1.611897,1.853575,1.574862,3.849808,1.611897,1.852997,10.000000
0.403000,1.613750,1.853073,1.578711,3.849724,1.613750,1.852496,11.000000
0.404000,1.615603,1.852550,1.582561,3.849585,1.615603,1.851973,11.000000
0.405000,1.617455,1.852004,1.586410,3.849390,1.617455,1.851427,10.000000
0.406000,1.619307,1.851436,1.590260,3.849140,1.619307,1.850860,10.000000
0.407000,1.621158,1.850847,1.594109,3.848834,1.621158,1.850270,10.000000
0.408000,1.623009,1.850235,1.597957,3.848472,1.623009,1.849659,10.000000
0.409000,1.624859,1.849601,1.601806,3.848055,1.624858,1.849025,11.000000
0.410000,1.626708,1.848945,1.605653,3.847583,1.626708,1.848370,11.000000
0.411000,1.628557,1.848267,1.609501,3.847055,1.628556,1.847692,11.000000
0.412000,1.630405,1.847567,1.613347,3.846472,1.630404,1.846992,375.000000
0.413000,1.632252,1.846845,1.617194,3.845833,1.632251,1.846270,41150.000000
0.414000,1.634098,1.846101,1.621039,3.845138,1.634098,1.845527,29.000000
0.415000,1.635944,1.845335,1.624884,3.844389,1.635944,1.844761,19.000000
0.416000,1.637789,1.844547,1.628728,3.843584,1.637789,1.843973,9.000000
0.417000,1.639633,1.843737,1.632571,3.842723,1.639633,1.843164,8.000000
0.418000,1.641476,1.842905,1.636413,3.841807,1.641476,1.842332,7.000000
0.419000,1.643319,1.842051,1.640254,3.840836,1.643319,1.841479,7.000000
0.420000,1.645160,1.841176,1.644095,3.839809,1.645160,1.840603,7.000000
0.421000,1.647001,1.840278,1.647934,3.838727,1.647001,1.839706,7.000000
0.422000,1.648841,1.839358,1.651772,3.837590,1.648841,1.838786,7.000000
0.423000,1.650680,1.838417,1.655609,3.836398,1.650680,1.837845,7.000000
0.424000,1.652518,1.837454,1.659445,3.835150,1.652518,1.836882,7.000000
0.425000,1.654355,1.836468,1.663279,3.833848,1.654354,1.835897,7.000000
0.426000,1.656191,1.835461,1.667112,3.832490,1.656190,1.834890,7.000000
0.427000,1.658026,1.834432,1.670944,3.831077,1.658025,1.833862,7.000000
0.428000,1.659860,1.833382,1.674774,3.829609,1.659859,1.832811,7.000000
0.429000,1.661692,1.832309,1.678603,3.828086,1.661692,1.831739,7.000000
0.430000,1.663524,1.831215,1.682430,3.826508,1.663524,1.830645,7.000000
0.431000,1.665355,1.830099,1.686256,3.824875,1.665355,1.829529,7.000000
0.432000,1.667184,1.828961,1.690080,3.823188,1.667184,1.828392,7.000000
0.433000,1.669013,1.827801,1.693902,3.821445,1.669013,1.827233,7.000000
0.434000,1.670840,1.826620,1.697722,3.819648,1.670840,1.826052,7.000000
0.435000,1.672666,1.825417,1.701541,3.817796,1.672666,1.824849,7.000000
0.436000,1.674491,1.824192,1.705358,3.815889,1.674491,1.823625,7.000000
0.437000,1.676314,1.822946,1.709173,3.813928,1.676314,1.822379,7.000000
0.438000,1.678137,1.821678,1.712985,3.811912,1.678136,1.821111,7.000000
0.439000,1.679958,1.820388,1.716796,3.809841,1.679957,1.819822,7.000000
0.440000,1.681777,1.819077,1.720605,3.807717,1.681777,1.818511,7.000000
0.441000,1.683596,1.817744,1.724411,3.805537,1.683596,1.817178,7.000000
0.442000,1.685413,1.816390,1.728216,3.803304,1.685413,1.815824,7.000000
0.443000,1.687229,1.815014,1.732018,3.801016,1.687228,1.814449,11.000000
0.444000,1.689043,1.813616,1.735817,3.798673,1.689043,1.813051,10.000000
0.445000,1.690856,1.812197,1.739615,3.796277,1.690856,1.811633,10.000000
0.446000,1.692667,1.810757,1.743410,3.793827,1.692667,1.810193,11.000000
0.447000,1.694477,1.809295,1.747202,3.791322,1.694477,1.808731,11.000000
0.448000,1.696286,1.807812,1.750992,3.788764,1.696286,1.807248,10.000000
0.449000,1.698093,1.806307,1.754779,3.786151,1.698093,1.805743,11.000000
0.450000,1.699899,1.804781,1.758564,3.783485,1.699898,1.804218,10.000000
0.451000,1.701703,1.803233,1.762346,3.780765,1.701702,1.802670,10.000000
0.452000,1.703505,1.801664,1.766125,3.777992,1.703505,1.801102,10.000000
0.453000,1.705306,1.800074,1.769902,3.775164,1.705306,1.799512,11.000000
0.454000,1.707105,1.798462,1.773675,3.772284,1.707105,1.797901,49360.000000
0.455000,1.708903,1.796829,1.777446,3.769350,1.708903,1.796268,16.000000
0.456000,1.710699,1.795175,1.781214,3.766362,1.710699,1.794614,19.000000
0.457000,1.712493,1.793500,1.784978,3.763321,1.712493,1.792939,14.000000
0.458000,1.714286,1.791803,1.788740,3.760227,1.714286,1.791243,12.000000
0.459000,1.716077,1.790085,1.792499,3.757080,1.716076,1.789525,12.000000
0.460000,1.717866,1.788346,1.796254,3.753880,1.717866,1.787787,12.000000
0.461000,1.719653,1.786586,1.800006,3.750627,1.719653,1.786027,12.000000
0.462000,1.721439,1.784805,1.803755,3.747320,1.721439,1.784246,13.000000
0.463000,1.723223,1.783003,1.807500,3.743962,1.723223,1.782444,13.000000
0.464000,1.725005,1.781179,1.811242,3.740550,1.725005,1.780621,13.000000
0.465000,1.726785,1.779335,1.814981,3.737086,1.726785,1.778777,13.000000
0.466000,1.728564,1.777470,1.818716,3.733569,1.728564,1.776912,13.000000
0.467000,1.730340,1.775583,1.822448,3.730000,1.730340,1.775026,13.000000
0.468000,1.732115,1.773676,1.826176,3.726379,1.732115,1.773119,12.000000
0.469000,1.733888,1.771748,1.829900,3.722705,1.733887,1.771192,19.000000
0.470000,1.735658,1.769799,1.833621,3.718979,1.735658,1.769243,11.000000
0.471000,1.737427,1.767829,1.837338,3.715201,1.737427,1.767273,10.000000
0.472000,1.739194,1.765838,1.841051,3.711372,1.739194,1.765283,11.000000
0.473000,1.740959,1.763826,1.844760,3.707490,1.740959,1.763271,10.000000
0.474000,1.742722,1.761794,1.848465,3.703557,1.742721,1.761239,11.000000
0.475000,1.744483,1.759740,1.852167,3.699572,1.744482,1.759187,11.000000
0.476000,1.746241,1.757667,1.855864,3.695535,1.746241,1.757113,11.000000
0.477000,1.747998,1.755572,1.859557,3.691447,1.747998,1.755019,10.000000
0.478000,1.749752,1.753457,1.863247,3.687308,1.749752,1.752904,10.000000
0.479000,1.751505,1.751321,1.866932,3.683118,1.751504,1.750769,10.000000
0.480000,1.753255,1.749164,1.870612,3.678876,1.753255,1.748612,12.000000
0.481000,1.755003,1.746987,1.874289,3.674584,1.755003,1.746436,11.000000
0.482000,1.756749,1.744790,1.877961,3.670240,1.756749,1.744239,11.000000
0.483000,1.758493,1.742572,1.881629,3.665846,1.758492,1.742021,11.000000
0.484000,1.760234,1.740333,1.885292,3.661401,1.760234,1.739783,11.000000
0.485000,1.761973,1.738074,1.888951,3.656906,1.761973,1.737524,11.000000
0.486000,1.763710,1.735795,1.892606,3.652360,1.763710,1.735245,11.000000
0.487000,1.765445,1.733495,1.896256,3.647764,1.765445,1.732946,10.000000
0.488000,1.767177,1.731175,1.899901,3.643117,1.767177,1.730626,11.000000
0.489000,1.768907,1.728834,1.903541,3.638421,1.768907,1.728286,10.000000
0.490000,1.770635,1.726474,1.907177,3.633675,1.770635,1.725926,11.000000
0.491000,1.772360,1.724093,1.910808,3.628879,1.772360,1.723545,11.000000
0.492000,1.774083,1.721692,1.914434,3.624033,1.774083,1.721144,11.000000
0.493000,1.775804,1.719270,1.918056,3.619137,1.775803,1.718723,11.000000
0.494000,1.777522,1.716829,1.921672,3.614192,1.777521,1.716282,11.000000
0.495000,1.779237,1.714367,1.925284,3.609198,1.779237,1.713821,10.000000
0.496000,1.780950,1.711886,1.928890,3.604155,1.780950,1.711340,11.000000
0.497000,1.782661,1.709384,1.932491,3.599062,1.782661,1.708839,10.000000
0.498000,1.784369,1.706862,1.936088,3.593921,1.784369,1.706318,11.000000
0.499000,1.786075,1.704321,1.939679,3.588730,1.786074,1.703776,11.000000
0.500000,1.787778,1.701759,1.943264,3.583491,1.787777,1.701215,17.000000
0.501000,1.789478,1.699178,1.946845,3.578204,1.789478,1.698634,10.000000
0.502000,1.791176,1.696576,1.950420,3.572868,1.791176,1.696033,11.000000
0.503000,1.792871,1.693955,1.953990,3.567484,1.792871,1.693413,48448.000000
0.504000,1.794564,1.691315,1.957555,3.562051,1.794564,1.690772,22.000000
0.505000,1.796254,1.688654,1.961114,3.556571,1.796254,1.688112,13.000000
0.506000,1.797941,1.685974,1.964667,3.551042,1.797941,1.685432,17.000000
0.507000,1.799626,1.683274,1.968215,3.545466,1.799626,1.682733,11.000000
0.508000,1.801308,1.680554,1.971758,3.539843,1.801308,1.680014,9.000000
0.509000,1.802987,1.677815,1.975294,3.534171,1.802987,1.677275,10.000000
0.510000,1.804663,1.675056,1.978825,3.528453,1.804663,1.674517,35.000000
0.511000,1.806337,1.672278,1.982351,3.522687,1.806337,1.671739,15.000000
0.512000,1.808008,1.669480,1.985870,3.516874,1.808008,1.668941,201.000000
0.513000,1.809676,1.666663,1.989384,3.511015,1.809676,1.666125,20.000000
0.514000,1.811341,1.663827,1.992892,3.505108,1.811341,1.663289,10.000000
0.515000,1.813004,1.660971,1.996394,3.499155,1.813003,1.660433,11.000000
0.516000,1.814663,1.658096,1.999889,3.493155,1.814663,1.657559,10.000000
0.517000,1.816320,1.655201,2.003379,3.487109,1.816320,1.654665,10.000000
0.518000,1.817974,1.652288,2.006863,3.481017,1.817973,1.651751,10.000000
0.519000,1.819624,1.649355,2.010341,3.474879,1.819624,1.648819,10.000000
0.520000,1.821272,1.646403,2.013812,3.468695,1.821272,1.645867,10.000000
0.521000,1.822917,1.643432,2.017277,3.462465,1.822917,1.642897,10.000000
0.522000,1.824559,1.640442,2.020736,3.456190,1.824559,1.639907,10.000000
0.523000,1.826198,1.637432,2.024189,3.449869,1.826198,1.636898,10.000000
0.524000,1.827834,1.634404,2.027635,3.443503,1.827834,1.633870,10.000000
0.525000,1.829467,1.631357,2.031075,3.437091,1.829467,1.630824,10.000000
0.526000,1.831097,1.628291,2.034509,3.430635,1.831096,1.627758,10.000000
0.527000,1.832724,1.625206,2.037936,3.424134,1.832723,1.624674,10.000000
0.528000,1.834347,1.622103,2.041357,3.417588,1.834347,1.621571,10.000000
0.529000,1.835968,1.618980,2.044771,3.410998,1.835967,1.618449,205.000000
0.530000,1.837585,1.615839,2.048178,3.404363,1.837585,1.615308,24.000000
0.531000,1.839199,1.612679,2.051579,3.397684,1.839199,1.612149,11.000000
0.532000,1.840810,1.609501,2.054973,3.390961,1.840810,1.608971,10.000000
0.533000,1.842418,1.606304,2.058360,3.384194,1.842418,1.605774,13.000000
0.534000,1.844023,1.603088,2.061740,3.377383,1.844023,1.602559,11.000000
0.535000,1.845625,1.599854,2.065114,3.370529,1.845624,1.599325,10.000000
0.536000,1.847223,1.596602,2.068481,3.363631,1.847223,1.596073,12.000000
0.537000,1.848818,1.593331,2.071840,3.356690,1.848817,1.592803,10.000000
0.538000,1.850409,1.590042,2.075193,3.349706,1.850409,1.589514,10.000000
0.539000,1.851998,1.586734,2.078539,3.342678,1.851998,1.586207,10.000000
0.540000,1.853583,1.583408,2.081878,3.335609,1.853583,1.582881,10.000000
0.541000,1.855165,1.580064,2.085210,3.328496,1.855164,1.579537,10.000000
0.542000,1.856743,1.576702,2.088534,3.321341,1.856743,1.576176,10.000000
0.543000,1.858318,1.573321,2.091852,3.314143,1.858318,1.572796,10.000000
0.544000,1.859890,1.569923,2.095162,3.306904,1.859889,1.569397,11.000000
0.545000,1.861458,1.566506,2.098465,3.299622,1.861458,1.565981,11.000000
0.546000,1.863023,1.563071,2.101760,3.292299,1.863022,1.562547,10.000000
0.547000,1.864584,1.559619,2.105049,3.284934,1.864584,1.559095,11.000000
0.548000,1.866142,1.556148,2.108329,3.277528,1.866142,1.555625,10.000000
0.549000,1.867696,1.552660,2.111603,3.270080,1.867696,1.552137,10.000000
0.550000,1.869247,1.549154,2.114869,3.262591,1.869247,1.548632,11.000000
0.551000,1.870795,1.545630,2.118127,3.255061,1.870794,1.545108,10.000000
0.552000,1.872338,1.542089,2.121378,3.247490,1.872338,1.541567,12.000000
0.553000,1.873879,1.538529,2.124621,3.239879,1.873879,1.538008,724.000000
0.554000,1.875416,1.534952,2.127857,3.232227,1.875415,1.534432,19.000000
0.555000,1.876949,1.531358,2.131085,3.224534,1.876948,1.530838,47093.000000
0.556000,1.878478,1.527746,2.134305,3.216802,1.878478,1.527226,13.000000
0.557000,1.880004,1.524117,2.137518,3.209029,1.880004,1.523597,13.000000
0.558000,1.881526,1.520470,2.140723,3.201217,1.881526,1.519951,11.000000
0.559000,1.883045,1.516806,2.143920,3.193365,1.883045,1.516287,13.000000
0.560000,1.884560,1.513124,2.147109,3.185474,1.884560,1.512606,11.000000
0.561000,1.886071,1.509425,2.150290,3.177543,1.886071,1.508908,12.000000
0.562000,1.887579,1.505709,2.153463,3.169573,1.887579,1.505192,11.000000
0.563000,1.889083,1.501976,2.156628,3.161564,1.889082,1.501459,10.000000
0.564000,1.890583,1.498226,2.159785,3.153517,1.890583,1.497709,11.000000
0.565000,1.892079,1.494458,2.162934,3.145430,1.892079,1.493942,11.000000
0.566000,1.893572,1.490674,2.166075,3.137306,1.893571,1.490158,11.000000
0.567000,1.895061,1.486872,2.169208,3.129143,1.895060,1.486357,11.000000
0.568000,1.896545,1.483054,2.172333,3.120941,1.896545,1.482540,11.000000
0.569000,1.898027,1.479219,2.175449,3.112702,1.898026,1.478705,11.000000
0.570000,1.899504,1.475367,2.178557,3.104425,1.899504,1.474853,11.000000
0.571000,1.900977,1.471498,2.181657,3.096111,1.900977,1.470985,11.000000
0.572000,1.902447,1.467613,2.184749,3.087759,1.902447,1.467100,23.000000
0.573000,1.903913,1.463710,2.187832,3.079370,1.903912,1.463198,11.000000
0.574000,1.905374,1.459792,2.190906,3.070944,1.905374,1.459280,11.000000
0.575000,1.906832,1.455856,2.193973,3.062481,1.906832,1.455345,10.000000
0.576000,1.908286,1.451904,2.197031,3.053981,1.908286,1.451393,11.000000
0.577000,1.909736,1.447936,2.200080,3.045444,1.909736,1.447426,11.000000
0.578000,1.911182,1.443951,2.203121,3.036872,1.911182,1.443441,11.000000
0.579000,1.912624,1.439950,2.206153,3.028263,1.912624,1.439441,11.000000
0.580000,1.914062,1.435933,2.209176,3.019618,1.914062,1.435424,10.000000
0.581000,1.915496,1.431899,2.212191,3.010937,1.915495,1.431391,11.000000
0.582000,1.916926,1.427849,2.215197,3.002220,1.916925,1.427341,11.000000
0.583000,1.918351,1.423784,2.218195,2.993468,1.918351,1.423276,11.000000
0.584000,1.919773,1.419701,2.221183,2.984681,1.919773,1.419194,10.000000
0.585000,1.921191,1.415603,2.224163,2.975858,1.921191,1.415096,11.000000
0.586000,1.922604,1.411489,2.227134,2.967001,1.922604,1.410983,11.000000
0.587000,1.924014,1.407359,2.230096,2.958108,1.924014,1.406853,11.000000
0.588000,1.925419,1.403214,2.233049,2.949181,1.925419,1.402708,11.000000
0.589000,1.926820,1.399052,2.235994,2.940220,1.926820,1.398547,11.000000
0.590000,1.928217,1.394874,2.238929,2.931224,1.928217,1.394370,11.000000
0.591000,1.929610,1.390681,2.241855,2.922194,1.929610,1.390177,11.000000
0.592000,1.930999,1.386472,2.244772,2.913130,1.930998,1.385969,11.000000
0.593000,1.932383,1.382248,2.247681,2.904033,1.932383,1.381745,11.000000
0.594000,1.933763,1.378008,2.250580,2.894902,1.933763,1.377505,10.000000
0.595000,1.935139,1.373753,2.253469,2.885737,1.935139,1.373250,11.000000
0.596000,1.936511,1.369482,2.256350,2.876539,1.936510,1.368980,11.000000
0.597000,1.937878,1.365195,2.259222,2.867308,1.937878,1.364694,11.000000
0.598000,1.939241,1.360894,2.262084,2.858045,1.939241,1.360393,11.000000
0.599000,1.940600,1.356577,2.264937,2.848748,1.940599,1.356076,11.000000
0.600000,1.941954,1.352245,2.267780,2.839419,1.941954,1.351745,12.000000
0.601000,1.943304,1.347898,2.270615,2.830058,1.943304,1.347398,11.000000
0.602000,1.944650,1.343535,2.273440,2.820665,1.944650,1.343036,51177.000000
0.603000,1.945991,1.339158,2.276255,2.811239,1.945991,1.338659,12.000000
0.604000,1.947328,1.334766,2.279061,2.801782,1.947328,1.334267,11.000000
0.605000,1.948661,1.330358,2.281858,2.792293,1.948660,1.329860,14.000000
0.606000,1.949989,1.325936,2.284645,2.782772,1.949989,1.325438,11.000000
0.607000,1.951313,1.321499,2.287422,2.773220,1.951312,1.321002,13.000000
0.608000,1.952632,1.317047,2.290190,2.763638,1.952632,1.316550,8.000000
0.609000,1.953947,1.312581,2.292949,2.754024,1.953946,1.312084,8.000000
0.610000,1.955257,1.308100,2.295697,2.744379,1.955257,1.307604,10.000000
0.611000,1.956563,1.303604,2.298436,2.734704,1.956563,1.303108,8.000000
0.612000,1.957864,1.299094,2.301166,2.724998,1.957864,1.298599,10.000000
0.613000,1.959161,1.294569,2.303885,2.715262,1.959161,1.294074,8.000000
0.614000,1.960453,1.290030,2.306595,2.705496,1.960453,1.289535,9.000000
0.615000,1.961741,1.285476,2.309295,2.695700,1.961741,1.284982,8.000000
